start	end	text
2852560	2855460	if you don't
2855460	2855960	do anything
2855960	2856300	and just
2856300	2856960	store the
2856960	2858620	hashed
2858620	2859080	passwords
2859080	2859520	in that
2859520	2859920	file
2859920	2861120	the attacker
2861120	2861560	will
2861560	2863340	easily
2863340	2864000	before
2864000	2865560	even knowing
2865560	2865960	what that
2865960	2866480	file is
2866480	2867120	before breaking
2867120	2867800	in or getting
2867800	2868220	an accident
2868220	2868960	the attacker
2868960	2869800	can precompute
2869800	2871160	a large table
2871160	2871800	of all the
2871800	2872060	hashed
2872060	2872400	passwords
2872400	2874800	yeah
2874800	2876900	I mean
2876900	2877620	passwords are
2877620	2878220	passwords right
2878220	2878700	you can just
2878700	2879200	pick all the
2879200	2880180	dictionary words
2880180	2881060	all the dictionary
2881060	2881440	words are
2881440	2881800	reversed
2881800	2882500	all the
2882500	2882920	two word
2882920	2883500	combination
2883500	2885200	let's restrict
2885200	2885840	our discussion
2885840	2886340	to English
2886340	2886780	for now
2886780	2887160	okay
2887160	2887800	because
2887800	2888720	similar things
2888720	2889200	apply to
2889200	2890620	other languages
2890620	2891280	but let's say
2891280	2891760	yeah
2891760	2892760	all the date
2892760	2894700	in a standard
2894700	2895680	US format
2895680	2896620	all the
2896620	2897540	even times
2897540	2898060	of day
2898060	2898760	using
2898760	2899460	you know
2899460	2900040	after a second
2900040	2900440	let's say
2900440	2901040	granularity
2901040	2901740	you can precompute
2901740	2902480	hashes of all
2902480	2903120	these values
2903120	2904000	combinations
2904000	2904620	of all these
2904620	2905060	values
2905060	2906160	pet names
2906160	2907700	city names
2907700	2909520	state names
2909520	2911120	university
2911120	2912400	mascot names
2912400	2913560	right
2913560	2914920	all of these
2914920	2915820	can be precomputed
2915820	2916260	in a large
2916260	2916500	database
2916500	2917300	stored in a large
2917300	2917560	database
2917560	2918720	that is something
2918720	2919420	a task that
2919420	2919880	an adversary
2919880	2920520	could do
2920520	2921480	and would take
2921480	2922240	maybe a day
2922240	2922580	or two
2922580	2923360	maybe less
2923360	2924500	this can be
2924500	2924880	stored
2924880	2925420	and it can be
2925420	2925920	done at your
2925920	2926360	own leisure
2926360	2927320	now
2927320	2928000	at the time
2928000	2928640	of intrusion
2928640	2929220	when the
2929220	2930020	adversary gains
2930020	2930620	access to
2930620	2931760	the password
2931760	2932220	file
2932220	2932720	all the
2932720	2933080	adversary
2933080	2933600	needs to
2933600	2933860	do
2933860	2935020	is extract
2935020	2935460	the hashed
2935460	2935900	passports
2935900	2936360	and do it
2936360	2936640	database
2936640	2937040	basically
2937040	2939660	am I with you
2939660	2941040	very simple
2941040	2942740	so a little bit
2942740	2943300	of work ahead
2943300	2943640	of it
2943640	2945260	and then
2945260	2945900	no work
2945900	2946400	essentially
2946400	2947320	once the
2947320	2948460	password file
2948460	2949160	becomes available
2949160	2950620	not only that
2950620	2950900	but the
2950900	2951380	adversary can
2951380	2951780	break into
2951780	2952740	multiple systems
2952740	2954120	and reuse
2954120	2954700	that same
2954700	2955520	work that
2955520	2956180	we did
2956180	2956700	earlier
2956700	2957640	right
2957640	2958120	it's not like
2958120	2958520	he has to
2958520	2959280	brute force
2959280	2959980	anything again
2959980	2961180	just a bunch
2961180	2961680	of database
2961680	2962120	who comes
2962120	2964460	so that's
2964460	2964980	nice
2964980	2965500	for the
2965500	2965880	adversary
2965880	2966600	bad for
2966600	2966900	us
2966900	2969020	right
2969020	2970800	this is
2970800	2971200	called an
2971200	2971680	offline
2971680	2972120	attack
2972120	2973740	because the
2973740	2974380	adversary has
2974380	2974800	done the
2974800	2975180	bulk of
2975180	2975580	the work
2975580	2976240	offline
2976240	2977800	and online
2977800	2978260	just does
2978260	2978740	lookouts
2978740	2983340	so that's
2983340	2983880	why salt
2983880	2985200	unlike what
2985200	2985620	the doctors
2985620	2986260	say is good
2986260	2986620	for you
2986620	2990040	we don't
2990040	2990800	store hash
2990800	2991460	passwords in
2991460	2991660	new
2991660	2992860	password file
2992860	2993720	we store
2993720	2994180	salted
2994180	2994640	passwords
2994640	2996160	salted
2996160	2996580	means
2996580	2997940	at the
2997940	2998400	time of
2998400	2999020	the initial
2999020	3000120	creation of
3000120	3000460	a user
3000460	3000920	account
3000920	3002760	the system
3002760	3003100	or the
3003100	3003780	administrator
3003780	3004900	will pick
3004900	3005360	a random
3005360	3005800	number
3005800	3007140	called a
3007140	3007380	salt
3007380	3009240	that random
3009240	3009760	number is
3009760	3010220	only used
3010220	3010880	there in
3010880	3011240	the password
3011240	3011680	file
3011680	3013380	it isn't
3013380	3013880	stored in
3013880	3014180	the plain
3014180	3014480	text
3014480	3016700	but it's
3016700	3017960	not reused
3017960	3019100	so different
3019100	3019840	systems will
3019840	3020280	have different
3020280	3020900	salts for the
3020900	3021480	same user
3021480	3024980	so you
3024980	3025540	have a record
3025540	3026100	something that
3026100	3026620	looks something
3026620	3027180	like this
3027180	3028760	this is maybe
3028760	3029620	a little outdated
3029620	3030840	that green box
3030840	3031200	you see
3031200	3032560	gts would be my
3032560	3033280	account name
3033280	3035560	the salt will be
3035560	3036280	that number
3036280	3037220	right
3037220	3038560	the first blue
3038560	3038920	number
3038920	3040400	the second is
3040400	3041020	the hash
3041020	3042320	then you have
3042320	3042980	like user
3042980	3043540	identity
3043540	3044080	uid
3044080	3044880	i think that
3044880	3046020	the 14510 is
3046020	3046460	uid
3046460	3047500	30 i don't
3047500	3047640	remember
3047640	3048620	group id or
3048620	3048940	something
3048940	3049940	then the full
3049940	3050440	name
3050440	3051840	like what my
3051840	3052540	actual name is
3052540	3053180	and then the
3053180	3053860	login shell
3053860	3054620	right
3054620	3055800	and today is
3055800	3056320	probably like a
3056320	3056720	lot more
3056720	3058460	at least that
3058460	3059960	but we're not
3059960	3060520	interested in
3060520	3061380	the rest of the
3061380	3061680	stuff
3061680	3062300	the important
3062300	3062840	thing is
3062840	3063600	the salt
3063600	3063920	and the
3063920	3064340	password
3064340	3064840	that has
3064840	3065300	together
3065300	3067600	okay
3067600	3068180	so what
3068180	3068520	happens
3068520	3069400	very simple
3069400	3070880	little mandate
3070880	3071240	right
3071240	3071860	but makes a
3071860	3072420	big difference
3072420	3075440	that offline
3075440	3076560	attack
3076560	3077300	is no longer
3077300	3077800	possible
3077800	3082060	why not
3082060	3086460	well let me
3086460	3086820	give you an
3086820	3087080	example
3087080	3087680	suppose the
3087680	3088140	salt was
3088140	3089440	one decimal
3089440	3089800	digit
3089800	3093560	would the
3093560	3093900	offline
3093900	3094240	attack
3094240	3094400	be
3094400	3094760	possible
3094760	3099560	one
3099560	3099900	just one
3099900	3100200	decimal
3100200	3100440	digit
3100440	3100700	meaning
3100700	3101100	it's a
3101100	3101320	number
3101320	3101820	from zero
3101820	3102400	to ten
3102400	3104540	would it
3104540	3104880	be possible
3104880	3105300	to mount
3105300	3106140	this offline
3106140	3106500	attack
3106500	3108960	of course
3108960	3109520	it's possible
3109520	3110360	why not
3110360	3110700	right
3110700	3111880	just the work
3111880	3113000	increases tenfold
3113000	3115900	right
3115900	3116500	but okay
3116500	3117060	now it depends
3117060	3117640	on how long
3117640	3118440	exactly you make
3118440	3118560	it
3118560	3119060	but suppose
3119060	3119660	you make it
3119660	3121700	128 bits
3121700	3123700	oh
3123700	3124600	now
3124600	3125800	one digit
3125800	3126900	128 bits
3126900	3127620	instead of
3127620	3127980	like what
3127980	3128760	one digit
3128760	3129180	is like
3129180	3129720	three digits
3129720	3130660	right
3130660	3132040	so from three
3132040	3132820	bits to 128
3132820	3133120	bits
3133120	3133540	now the
3133540	3133840	adversary
3133840	3134600	cannot do
3134600	3135840	cannot do
3135840	3137100	an offline
3137100	3137500	attack
3137500	3138940	because remember
3138940	3139720	for every
3139720	3140300	guess of the
3140300	3140700	password
3140700	3142220	that the
3142220	3142580	adversary
3142580	3142980	makes
3142980	3145260	he has to
3145260	3145920	multiply
3145920	3146660	do it
3146660	3147600	two to the
3147600	3148560	128 times
3148560	3152400	per password
3152400	3154400	so it
3154400	3154760	will be
3154760	3155300	two to the
3155300	3156300	128 times
3156300	3156580	whatever
3156580	3157260	even two to
3157260	3157760	the 20
3157760	3158100	right
3158100	3158840	is
3158840	3160900	beyond reach
3160900	3161180	of the
3161180	3161540	adversary
3161540	3162160	today and
3162160	3162400	for
3162400	3162960	what it
3162960	3163380	would be
3163380	3166100	so originally
3166100	3166740	they made the
3166740	3166980	salt
3166980	3167640	32 bits
3167640	3168160	I'm not sure
3168160	3168720	exactly what
3168720	3168980	it is
3168980	3169340	because it
3169340	3169580	varies
3169580	3170040	I think the
3170040	3170440	length of the
3170440	3170940	salt varies
3170940	3171480	from unique
3171480	3172060	flavor
3172060	3172480	to unique
3172480	3172820	flavor
3172820	3174140	but if I
3174140	3174520	were using
3174520	3174880	it today
3174880	3175180	I would
3175180	3175500	want the
3175500	3175820	salt to
3175820	3176100	be at
3176100	3176360	least
3176360	3178420	80 but
3178420	3179180	probably
3179180	3179800	more like
3179800	3180260	128
3180260	3180840	than salt
3180840	3181100	is
3181100	3182660	healthier
3182660	3185100	okay
3185100	3185800	but salt
3185800	3186420	makes a big
3186420	3186800	difference
3186800	3187840	now once the
3187840	3188660	attacker breaks
3188660	3189020	in
3189020	3191200	okay
3191200	3192360	now there's a
3192360	3192980	crucial difference
3192980	3193660	between offline
3193660	3194240	and online
3194240	3194560	attack
3194560	3196320	once the
3196320	3196640	attacker
3196640	3197140	breaks in
3197140	3198400	and reads
3198400	3198640	the
3198640	3199360	lc password
3199360	3199740	file
3199740	3200120	okay
3200120	3201660	the attacker
3201660	3202120	sees the
3202120	3202320	salt
3202320	3204360	so then the
3204360	3204940	attack becomes
3204940	3205480	much cheaper
3205480	3207060	but it can
3207060	3207440	only be
3207440	3207820	mounted
3207820	3209200	once he
3209200	3210160	breaks in
3210160	3212200	not ahead
3212200	3215660	because
3215660	3216580	by knowing
3216580	3217100	the salt
3217100	3218180	you shave
3218180	3218600	off the
3218600	3218940	2 to the
3218940	3219280	128
3219280	3221400	okay
3221400	3225840	and that
3225840	3226280	basically
3226280	3227880	the explanation
3227880	3228280	is the same
3228280	3228480	thing
3228480	3231860	just take a
3231860	3232060	second
3232060	3232580	to read it
3232580	3235940	well you shave
3235940	3236260	off the
3236260	3236580	2 to the
3236580	3237140	number 28
3237140	3237660	but it's
3237660	3238260	no longer
3238260	3239400	only off
3239400	3239920	line
3239920	3240740	fully attack
3240740	3241820	no no
3241820	3242400	it's online
3242400	3243100	it's online
3243100	3243720	it's not
3243720	3244960	offline
3244960	3245360	at all
3245360	3246460	the attacker
3246460	3247080	breaks in
3247080	3247760	learns the
3247760	3247940	salt
3247940	3248300	and now
3248300	3248880	has to do
3248880	3249440	with that
3249440	3249780	salt
3249780	3251120	whatever
3251120	3251640	2 to the
3251640	3251980	20
3251980	3252500	2 to the
3252500	3252820	40
3252820	3253680	however many
3253680	3254080	password
3254080	3254420	guesses
3254420	3255400	there are
3255400	3256560	per user
3256560	3256920	yeah
3256920	3258860	so there's
3258860	3259240	still a bit
3259240	3259580	of work
3259580	3259900	but it's
3259900	3260320	not a scary
3260320	3260880	amount of work
3260880	3266080	I'm sorry
3266080	3267020	I mean
3267020	3267460	we can
3267460	3268100	let the salt
3268100	3268960	expire
3268960	3270340	well
3270340	3270820	you can
3270820	3271560	let the salt
3271560	3272380	expire
3272380	3273060	but you
3273060	3273420	have to
3273420	3274080	replace it
3274080	3274420	in the
3274420	3274840	password
3274840	3275260	file
3275260	3275940	so
3275940	3276900	what you're
3276900	3277200	saying
3277200	3277600	is that
3277600	3277960	you know
3277960	3278220	if you
3278220	3278520	know
3278520	3278740	that
3278740	3278900	they
3278900	3279140	have
3279140	3279280	the
3279280	3279360	so
3279360	3279460	it
3279460	3279740	takes
3279740	3280100	at least
3280100	3280540	24
3280540	3281000	hours
3281000	3282840	to
3282840	3283320	mount
3283320	3283520	an
3283520	3284120	online
3284120	3284520	attack
3284520	3284860	once
3284860	3285020	he
3285020	3285240	learns
3285240	3285480	the
3285480	3285740	salt
3285740	3287080	then
3287080	3287200	you
3287200	3287320	could
3287320	3287580	change
3287580	3287760	the
3287760	3287980	salt
3287980	3288240	every
3288240	3288660	24
3288660	3288900	hour
3288900	3290560	you could
3290560	3291760	but the
3291760	3292440	problem is
3292440	3294940	okay
3294940	3296380	so this is a good question
3296380	3298480	let's think about this
3298480	3302640	that what you say
3302640	3303980	would be useful
3303980	3304640	or would be
3304640	3305340	possible
3305340	3306140	if
3306140	3307560	just
3307560	3308760	a password
3308760	3309180	attack
3309180	3309780	a brute force
3309780	3310160	password
3310160	3310580	attack
3310580	3311040	would take
3311040	3311420	24
3311420	3311760	hours
3311760	3313420	but remember
3313420	3314240	once the adversary
3314240	3314840	breaks in
3314840	3315360	and learns
3315360	3315900	the salt
3315900	3318160	he then
3318160	3319960	also knows
3319960	3321060	the hash of the salt
3321060	3321660	and the password
3321660	3322020	right
3322020	3322780	so the adversary
3322780	3323580	knows this
3323580	3323840	right
3323840	3324100	that
3324100	3325020	the
3325020	3327260	well
3327260	3327680	that
3327680	3334000	the adversary
3334000	3334860	knows this
3334860	3335860	right
3335860	3337400	once he breaks in
3337400	3338000	he knows this
3338000	3339360	and he also knows
3339360	3339820	the salt
3339820	3343080	so you can change
3343080	3343620	the salt
3343620	3346060	but he learned
3346060	3347180	the previous salt
3347180	3347820	and the hash
3347820	3348740	of the previous salt
3348740	3349400	plus password
3349400	3351420	he's gonna break
3351420	3351920	the password
3351920	3353760	see
3353760	3355580	he's gonna break
3355580	3355940	the password
3355940	3357720	so changing the salt
3357720	3358380	at that point
3358380	3359720	not effective
3359720	3361480	not effective
3361480	3362880	because
3362880	3364100	if he's breaking
3364100	3364660	it locally
3364660	3365020	maybe
3365020	3365320	but
3365320	3365780	you know
3365780	3366100	others
3366100	3366440	he's gonna
3366440	3367020	exfiltrate
3367020	3367520	and break
3367520	3368020	it on his own
3368020	3368340	path
3368340	3369100	so
3369100	3369820	the password
3369820	3370460	hasn't changed
3370460	3371040	that's the main
3371040	3371440	problem
3371440	3375240	but here
3375240	3375700	it says
3375700	3377520	12
3377520	3378200	I think
3378200	3379060	I may be wrong
3379060	3379360	it wasn't
3379360	3379580	30
3379580	3380240	I think
3380240	3380660	it was even
3380660	3381280	less
3381280	3381760	it was 12
3381760	3382080	bits
3382080	3382620	originally
3382620	3383580	well today
3383580	3384000	12 bits
3384000	3384520	is laughable
3384520	3384740	right
3384740	3385160	so what
3385160	3385440	is it
3385440	3385720	saying
3385720	3386400	if the
3386400	3386720	passwords
3386720	3387200	come from
3387200	3387420	I don't
3387420	3387560	know
3387560	3388060	2 to the
3388060	3388340	20
3388340	3388800	space
3388800	3389660	and multiplied
3389660	3390300	by 2 to the
3390300	3390560	12
3390560	3390920	you still
3390920	3391380	get 2 to
3391380	3391720	32
3391720	3392640	which is
3392640	3393100	a laughably
3393100	3393760	small number
3393760	3394780	or password
3394780	3395140	bracket
3395140	3396840	right
3396840	3397340	it takes
3397340	3398760	a minute
3398760	3399180	or less
3399180	3400620	to go for
3400620	3401080	the 2 to the
3401080	3401460	32
3401460	3402380	password
3402380	3402680	choice
3402680	3405860	right
3405860	3406140	so
3406140	3407080	instead
3407080	3407700	so
3407700	3408640	what happens
3408640	3409680	these days
3409680	3410020	is that
3410020	3410600	most systems
3410600	3411020	actually
3411020	3412260	kind of
3412260	3412680	separate
3412680	3413000	the two
3413000	3413220	things
3413220	3413640	they separate
3413640	3414380	the password
3414380	3415960	from
3415960	3417520	the account
3417520	3418080	information
3418080	3418620	in Unix
3418620	3419040	and that's
3419040	3419240	kind of
3419240	3419460	a good
3419460	3419840	practice
3419840	3420280	anyway
3420280	3421880	so
3421880	3423000	they create
3423000	3423320	what's called
3423320	3423700	shadow
3423700	3424180	password
3424180	3425000	and so
3425000	3425800	instead of
3425800	3426280	looking like
3426280	3426800	what you saw
3426800	3427320	before
3427320	3428380	the account
3428380	3429100	record
3429100	3429540	in the
3429540	3429800	etsy
3429800	3430260	password
3430260	3430720	file
3430720	3432620	has
3432620	3433820	the name
3433820	3434760	and then
3434760	3435220	all the other
3435220	3435780	information
3435780	3436180	but there's
3436180	3436520	like an
3436520	3436920	x
3436920	3438180	following the
3438180	3438700	accounting
3438700	3439200	that says
3439200	3440000	actual password
3440000	3440540	isn't here
3440540	3441660	it's a
3441660	3443120	special
3443120	3444260	hashed
3444260	3444920	password file
3444920	3445520	which is not
3445520	3446180	world readable
3446180	3448280	like it took
3448280	3449400	only 30 years
3449400	3450140	for people to realize
3450140	3451340	that the passwords
3451340	3452300	and user account
3452300	3452780	information
3452780	3453500	shouldn't be stored
3453500	3453940	together
3453940	3456760	well that's what
3456760	3457100	happens
3457100	3457340	right
3457340	3458880	because all
3458880	3459280	those other
3459280	3459700	programs
3459700	3460700	application programs
3460700	3461180	running on
3461180	3461800	this Unix
3461800	3462400	like operating
3462400	3462740	system
3462740	3463680	they still
3463680	3464120	do need
3464120	3464580	the account
3464580	3465120	information
3465120	3466040	to figure out
3466040	3466600	who can access
3466600	3466980	what
3466980	3467280	etc
3467280	3468280	and distinguish
3468280	3468920	between users
3468920	3469300	but
3469300	3471160	they don't
3471160	3471480	need to know
3471480	3471940	the passwords
3471940	3473300	right
3473300	3473660	so
3473660	3475900	let's create
3475900	3476620	a file
3476620	3477160	that has
3477160	3477800	all the account
3477800	3478240	information
3478240	3478880	that also
3478880	3479480	store passwords
3479480	3479700	in
3479700	3480160	passwords
3480160	3480600	should only
3480600	3481000	be visible
3481000	3481580	to the root
3481580	3482220	or the admin
3482220	3482600	account
3482600	3483540	right
3483540	3484020	so instead
3484020	3484500	it's stored
3484500	3485080	in an etsy
3485080	3485900	shadow file
3485900	3486840	which is only
3486840	3487160	readable
3487160	3487620	by the
3487620	3487940	system
3487940	3488420	administrator
3488420	3490640	okay
3490640	3492740	also
3492740	3493480	very trivial
3493480	3493860	thing
3493860	3495040	and of course
3495040	3495360	it also
3495360	3496180	added expiration
3496180	3496420	date
3496420	3496940	for passwords
3496940	3497220	right
3497220	3497580	so that's
3497580	3498500	why on
3498500	3499620	most
3499620	3500400	production
3500400	3501200	Unix
3501200	3501780	like systems
3501780	3502200	you'll be
3502200	3502540	asked to
3502540	3502860	renew
3502860	3503960	or
3503960	3505960	change
3505960	3506200	another
3506200	3506540	password
3506540	3507000	every so
3507000	3507200	often
3507200	3510300	okay
3510300	3510760	so
3510760	3511420	you've probably
3511420	3511820	heard of
3511820	3512320	keyloggers
3512320	3512580	right
3512580	3515700	so these
3515700	3516120	are things
3516120	3516600	you generally
3516600	3517060	have to be
3517060	3517740	afraid of
3517740	3519980	not so much
3519980	3520480	on your own
3520480	3520980	devices
3520980	3521580	because
3521580	3522300	it's not
3522300	3522780	all that
3522780	3523100	easy
3523100	3523680	to install
3523680	3524220	a keylogger
3524220	3524480	unless
3524480	3524820	somebody
3524820	3525000	has
3525000	3525760	direct
3525760	3526380	access
3526380	3526760	and an
3526760	3527100	account
3527100	3527420	on your
3527420	3527820	device
3527820	3528360	but
3528360	3528880	more like
3528880	3529180	when you're
3529180	3529400	using
3529400	3529880	public
3529880	3531500	facility
3531500	3531980	like
3531980	3532460	any of
3532460	3532700	you ever
3532700	3532960	use
3532960	3533500	ICS
3533500	3534060	terminals
3534060	3535500	or ICS
3535500	3535860	machines
3535860	3536420	but that's
3536420	3536680	where you
3536680	3536920	have to
3536920	3537280	be worried
3537280	3537720	about
3537720	3538280	because
3538280	3541420	there you
3541420	3541720	have no
3541720	3542020	idea
3542020	3543380	what software
3543380	3543880	is running
3543880	3544420	who has
3544420	3544780	been there
3544780	3545080	before
3545080	3545260	you
3545260	3545560	essentially
3545560	3546180	these
3546180	3546540	machines
3546540	3546740	are
3546740	3548500	sort of
3548500	3548620	like
3548620	3548960	public
3548960	3549280	toilet
3549280	3549860	you have
3549860	3550380	no idea
3550380	3550900	what's
3550900	3551300	going on
3551300	3551540	there
3551540	3552460	and
3552460	3552660	what
3552660	3552800	is
3552800	3553040	running
3553040	3553260	there
3553260	3553500	really
3553500	3555880	so
3555880	3556020	if
3556020	3556180	these
3556180	3556660	drugloggers
3556660	3556900	are
3556900	3557440	problem
3557440	3558580	they
3558580	3559080	can be
3559080	3559520	hardware
3559520	3559880	based
3559880	3560020	or
3560020	3560580	software
3560580	3561020	based
3561020	3561860	hardware
3561860	3562160	based
3562160	3562380	means
3562380	3562640	somebody
3562640	3563080	actually
3563080	3564200	inserted
3564200	3565860	something
3565860	3567240	you
3567240	3567400	know
3567400	3567960	external
3567960	3568400	keyboards
3568400	3568760	not the
3568760	3568920	kind
3568920	3569200	you have
3569200	3569560	right now
3569560	3569840	in front
3569840	3570000	of you
3570000	3570160	but
3570160	3570560	actual
3570560	3571100	keyboards
3571100	3571860	move on
3571860	3572580	they have
3572580	3572920	a wire
3572920	3575180	some of them
3575180	3575340	do
3575340	3575700	some of them
3575700	3575920	don't
3575920	3576300	but most
3576300	3576800	have a wire
3576800	3578520	well
3578520	3579460	the wire
3579460	3580000	goes in the
3580000	3580400	back of the
3580400	3580680	computer
3580680	3581040	somewhere
3581040	3581380	or
3581380	3581920	some
3581920	3582900	USB
3582900	3583940	interface
3583940	3584860	well
3584860	3585300	somebody
3585300	3585560	could have
3585560	3586360	installed
3586360	3586700	something
3586700	3586980	between
3586980	3587460	the USB
3587460	3588000	interface
3588000	3588240	and the
3588240	3588420	back
3588420	3588620	of the
3588620	3588840	computer
3588840	3589280	you cannot
3589280	3589560	see
3589560	3590020	especially
3590020	3590420	publicly
3590420	3592380	and
3592380	3593380	essentially
3593380	3594440	it
3594440	3594900	sees
3594900	3595200	every
3595200	3595600	keystroke
3595600	3595920	you have
3595920	3598260	okay
3598260	3599460	some
3599460	3599820	government
3599820	3600320	computers
3600320	3601520	in various
3601520	3601940	agencies
3601940	3602500	do this
3602500	3603060	on purpose
3603060	3603620	they tell
3603620	3604060	employees
3604060	3604660	your
3604660	3606020	keystrokes
3606020	3606440	are locked
3606440	3606700	and there's
3606700	3607260	a keylogger
3607260	3608100	for
3608100	3608820	auditability
3608820	3609260	and logging
3609260	3609660	purposes
3609660	3611500	but
3611500	3612400	do you
3612400	3613060	yourself
3613060	3613620	whenever
3613620	3614160	you use
3614160	3614700	a public
3614700	3615440	or at least
3615440	3615980	not personal
3615980	3616400	but do you
3616400	3616840	have a look
3616840	3617940	to see
3617940	3618400	that the
3618400	3618740	wire
3618740	3619540	goes directly
3619540	3619860	into the
3619860	3620440	USB port
3620440	3620640	in the
3620640	3620860	back
3620860	3621060	of the
3621060	3621360	computer
3621360	3622200	or
3622200	3622460	there's
3622460	3622660	some
3622660	3622900	other
3622900	3623460	little
3623460	3623800	creepy
3623800	3624280	crawling
3624280	3624640	that
3624640	3624900	is in
3624900	3625260	between
3625260	3626740	I bet
3626740	3627120	most people
3627120	3627540	don't
3627540	3629320	with
3629320	3629960	wireless
3629960	3631580	oh
3631580	3632100	with wireless
3632100	3632820	it's even worse
3632820	3634200	because the
3634200	3634560	wireless
3634560	3635040	keyboard
3635040	3635640	typically
3635640	3636000	use
3636000	3636500	encryption
3636500	3637900	but the
3637900	3638180	kind of
3638180	3638480	encryption
3638480	3638800	you use
3638800	3639140	is often
3639140	3639820	homegrown
3639820	3640180	by the
3640180	3640660	manufacturer
3640660	3641060	or really
3641060	3641400	crappy
3641400	3643540	and so
3643540	3644500	you don't
3644500	3644840	need to
3644840	3645440	put a
3645440	3645760	hardware
3645760	3646280	device
3646280	3647580	you can
3647580	3648160	just sniff
3648160	3648680	on it
3648680	3649680	externally
3649680	3651060	right
3651060	3651340	because
3651340	3651700	they use
3651700	3651880	some
3651880	3652160	kind of
3652160	3653320	either
3653320	3653820	infrared
3653820	3654140	or some
3654140	3654320	other
3654320	3654460	kind
3654460	3654620	of
3654620	3655100	wireless
3655100	3659420	so
3659420	3660000	beware
3660000	3662000	but
3662000	3662760	attacks
3662760	3663660	keylogger
3663660	3664020	attacks
3664020	3664420	especially
3664420	3664920	hardware ones
3664920	3665160	are not
3665160	3665380	common
3665380	3665660	they are
3665660	3666100	targeted
3666100	3666420	right
3666420	3666740	somebody
3666740	3667000	has to
3667000	3667260	target
3667260	3667780	a specific
3667780	3668140	computer
3668140	3668560	a specific
3668560	3668980	person
3668980	3669640	in order
3669640	3669920	to do
3669920	3670100	that
3670100	3670820	software
3670820	3671340	keyloggers
3671340	3671780	are different
3671780	3673040	that often
3673040	3673420	happens
3673420	3674620	with buggy
3674620	3675200	browsers
3675200	3678540	or buggy
3678540	3679000	it used
3679000	3679340	to happen
3679340	3679840	once in
3679840	3680120	a while
3680120	3680720	with microsoft
3680720	3681240	windows
3681240	3682320	where there
3682320	3682580	would be
3682580	3683140	some malware
3683140	3683560	that would
3683560	3684320	warm itself
3684320	3684980	and usually
3684980	3685340	again
3685340	3685700	with some
3685700	3686080	degree of
3686080	3686840	social engineering
3686840	3687620	preceding it
3687620	3688660	and then
3688660	3689380	will
3689380	3689700	install
3689700	3689940	itself
3689940	3690320	and actually
3690320	3691100	take over
3691100	3692140	the keyboard
3692140	3693360	driver
3693360	3695220	or worse
3695220	3695400	yet
3695400	3695860	update
3695860	3696420	the keyboard
3696420	3696820	driver
3696820	3697080	right
3697080	3697300	because
3697300	3697740	the keyboard
3697740	3698080	is a
3698080	3698400	peripheral
3698400	3699140	right
3699140	3699800	there's a
3699800	3700100	driver
3700100	3700500	for that
3700500	3700900	peripheral
3700900	3701460	to
3701460	3702360	insert an
3702360	3703000	illegitimate
3703000	3703820	fake update
3703820	3704180	of the
3704180	3704540	driver
3705200	3706000	that would
3706000	3706340	contain
3706340	3707000	a keylogger
3707000	3708300	not nice
3708300	3709320	and then
3709320	3709700	there are
3709700	3710120	like
3710120	3710800	lower tech
3710800	3711480	ways of
3711480	3712000	sniffing
3712000	3712400	on
3712400	3713760	keyboard
3713760	3714260	input
3714260	3715320	shoulder
3715320	3715760	surfing
3715760	3717480	everybody
3717480	3717880	familiar
3717880	3718100	with
3718100	3718320	shoulder
3718320	3718640	surfing
3718640	3720260	yeah
3720260	3720700	people are
3720700	3720880	getting
3720880	3721380	too close
3721380	3722180	to you
3722180	3723100	too close
3723100	3723600	for comfort
3723600	3724960	you're entering
3724960	3725520	your pen
3725520	3726220	whether it's
3726220	3726500	on the
3726500	3726900	door
3726900	3727500	block
3727500	3727900	or
3727900	3728660	on your
3728660	3728940	bank
3728940	3729420	ATM
3729420	3729940	somebody's
3729940	3730080	like
3730080	3730380	breathing
3730380	3730680	down
3730680	3731120	your neck
3731120	3732220	that's
3732220	3732440	shoulder
3732440	3732800	surfing
3732800	3734520	I mean
3734520	3735040	easy to
3735040	3735440	avoid
3735440	3737400	but you have
3737400	3737580	to be
3737580	3737820	coming
3737820	3738100	center
3738100	3738400	right
3738400	3739140	but
3739140	3739380	shoulder
3739380	3739680	surfing
3739680	3740160	means that
3740160	3740460	human
3740460	3742700	eyes are
3742700	3742920	looking
3742920	3743260	at something
3743260	3743760	but it's not
3743760	3744240	always human
3744240	3744560	eyes
3744560	3745500	it could be
3745500	3746340	a tiny little
3746340	3746740	drone
3746740	3748200	it could be
3748200	3748700	a camera
3748700	3750300	from farther
3750300	3750680	away
3750680	3751000	with a
3751000	3751500	telephoto
3751500	3751840	lens
3751840	3753460	that is
3753460	3754720	shoulder
3754720	3755180	surfing
3755180	3756420	right
3756420	3757280	so
3757280	3758080	it could be
3758080	3758680	think about
3758680	3758800	it
3758800	3759420	you go
3759420	3759960	let's
3759960	3760080	say
3760080	3760420	let's
3760420	3760580	take
3760580	3760960	example
3760960	3761100	of
3761100	3761220	the
3761220	3761560	ATM
3761560	3762700	anybody
3762700	3762920	ever
3762920	3763080	go
3763080	3763200	to
3763200	3763280	the
3763280	3763540	ATM
3763540	3763860	anymore
