start	end	text
2176320	2177020	I wasn't
2177020	2177240	there
2177240	2177760	I'm not
2177760	2178120	that old
2178120	2179540	but
2179540	2180360	it was
2180360	2180560	done
2180560	2180760	a lot
2180760	2180940	of it
2180940	2181220	was done
2181220	2181420	there
2181420	2181980	at UCLA
2181980	2182560	also
2182560	2184480	there were
2184480	2184700	some
2184700	2185580	internet
2185580	2186160	pioneers
2186160	2186660	who designed
2186660	2186980	some of
2186980	2187180	this
2187180	2187340	and
2187340	2187860	DARPA
2187860	2188580	which is a
2188580	2188880	defense
2188880	2189260	advanced
2189260	2189620	research
2189620	2190000	project
2190000	2190520	agency
2190520	2192380	funded
2192380	2192900	all of
2192900	2193180	this
2193180	2193540	and
2193540	2193820	without
2193820	2194100	DARPA
2194100	2194300	there
2194300	2194380	would
2194380	2194460	have
2194460	2194580	been
2194580	2194780	no
2194780	2195140	internet
2195140	2197560	anyway
2197560	2197960	so
2197960	2198240	it was
2198240	2198700	designed
2198700	2199800	to connect
2199800	2200760	a bunch
2200760	2201060	of
2201060	2201820	routers
2201820	2202160	switches
2202160	2202700	computers
2202700	2203000	and
2203000	2203180	all
2203180	2203500	people
2203500	2203820	well
2203820	2204080	to
2204080	2204560	network
2204560	2205420	and
2205420	2205800	primary
2205800	2206660	motivation
2206660	2207040	back
2207040	2207280	then
2207280	2207440	for
2207440	2207620	the
2207620	2207980	internet
2207980	2208440	was
2208440	2208660	to
2208660	2209220	access
2209220	2210280	scarce
2210280	2211060	resources
2211060	2212280	remember
2212280	2213040	back
2213040	2215400	then
2215400	2216260	you had
2216260	2216820	computers
2216820	2217420	most
2217420	2217600	of
2217600	2217720	them
2217720	2217880	there
2217880	2217980	were
2217980	2218160	no
2218160	2218460	personal
2218460	2218780	computers
2218780	2218980	first
2218980	2219040	of
2219040	2219160	all
2219160	2220060	zero
2220060	2221420	when
2221420	2221740	FB
2221740	2221900	was
2221900	2222160	designed
2222160	2222740	none
2222740	2223580	not
2223580	2223780	such
2223780	2223860	a
2223860	2223980	thing
2223980	2224120	did
2224120	2224300	not
2224300	2224620	exist
2224620	2225460	they
2225460	2225660	were
2225660	2226780	mid-range
2226780	2227320	computers
2227320	2228120	and they
2228120	2228280	were
2228280	2228580	like
2228580	2230360	mainframes
2230360	2231020	bigger
2231020	2231520	computers
2231520	2232240	and then
2232240	2232720	the few
2232720	2233200	here and
2233200	2233460	there
2233460	2233740	around
2233740	2233880	the
2233880	2234040	world
2234040	2235060	supercomputers
2235060	2235920	okay
2235920	2236140	a
2236140	2236480	supercomputer
2236480	2236960	from
2236960	2237220	back
2237220	2237500	back
2237500	2237720	then
2237720	2237880	is
2237880	2238020	an
2238020	2238300	IoT
2238300	2238680	device
2238680	2238980	today
2238980	2240040	in
2240040	2240200	terms
2240200	2240300	of
2240300	2240400	its
2240400	2240720	computing
2240720	2241000	power
2241000	2242480	but
2242480	2242640	they
2242640	2242860	were
2242860	2243540	supercomputers
2243540	2243680	and
2243680	2243800	it
2243800	2244000	took
2244000	2244280	like
2244280	2244480	a
2244480	2244960	whole
2244960	2245340	floor
2245340	2245460	of
2245460	2245840	building
2245840	2246500	one
2246500	2246800	computer
2246800	2249560	because
2249560	2249820	these
2249820	2250220	resources
2250220	2250480	were
2250480	2250880	scarce
2250880	2251120	and
2251120	2251580	super
2251580	2251920	duper
2251920	2252400	expensive
2252400	2252680	like
2252680	2253140	gazillions
2253140	2253340	of
2253340	2253740	dollars
2253740	2255480	they
2255480	2255920	were
2255920	2256400	precious
2256400	2256740	right
2256740	2257120	and people
2257120	2257460	who wanted
2257460	2257940	to perform
2257940	2258760	large scale
2258760	2259460	computation
2259460	2260920	of any
2260920	2261260	kind
2261260	2262980	have to
2262980	2263260	like
2263260	2263880	buy
2263880	2264400	time
2264400	2265100	on those
2265100	2265420	computers
2265420	2266600	and
2266600	2266760	if
2266760	2266920	you
2266920	2267660	do
2267660	2267820	it
2267820	2267940	you
2267940	2268480	travel
2268480	2268900	somewhere
2268900	2269100	to
2269100	2269280	use
2269280	2269400	your
2269400	2269800	computer
2269800	2270660	right
2270660	2270860	there
2270860	2271320	physically
2271320	2271800	but
2271800	2272560	that's
2272560	2272700	not
2272700	2273060	scalable
2273060	2273980	so
2273980	2274220	people
2274220	2274640	realize
2274640	2274820	that
2274820	2274940	if
2274940	2275020	you
2275020	2275160	want
2275160	2275280	to
2275280	2275400	have
2275400	2275740	access
2275740	2276160	remote
2276160	2276560	access
2276560	2276860	to
2276860	2277840	resources
2277840	2278220	like
2278220	2278580	that
2278580	2279020	you
2279020	2279240	need
2279240	2279380	to
2279380	2279700	connect
2279700	2279900	them
2279900	2280240	somehow
2280240	2280460	and
2280460	2280780	dial
2280780	2281020	up
2281020	2281220	what
2281220	2281760	existed
2281760	2282900	modems
2282900	2283280	remember
2283280	2283680	modems
2283680	2283940	maybe
2283940	2284140	you've
2284140	2284300	seen
2284300	2284500	old
2284500	2284780	movies
2284780	2285000	go
2285000	2286360	and
2286360	2287020	there's
2287020	2287100	a
2287100	2287340	modem
2287340	2287740	connection
2287740	2288340	yeah
2288340	2288480	it's
2288480	2288600	not
2288600	2288880	somebody
2288880	2289100	having
2289100	2289280	a
2289280	2289540	cold
2289540	2290720	well
2290720	2290940	I
2290940	2291180	still
2291180	2291440	remember
2291440	2291760	that
2291760	2292620	and
2292620	2293100	but
2293100	2293260	that
2293260	2293460	was
2293460	2294000	totally
2294000	2294380	terrible
2294380	2294900	because
2294900	2295080	you
2295080	2295200	were
2295200	2295580	using
2295580	2296640	unstable
2296640	2297080	telephone
2297080	2297540	lines
2297540	2297780	and
2297780	2298200	terrible
2298200	2298600	equipment
2298600	2299780	so
2299780	2300400	there was
2300400	2300620	the idea
2300620	2301060	to connect
2301060	2301420	them all
2301420	2301700	with
2301700	2302140	dedicated
2302140	2302780	lines
2302780	2304300	okay
2304300	2304720	so
2304720	2306540	there you
2306540	2306960	have the birth
2306960	2307460	of the internet
2307460	2307880	right
2307880	2308520	and they
2308520	2308920	needed a
2308920	2309240	protocol
2309240	2310140	that would
2310140	2310580	basically
2310580	2311060	break
2311060	2311800	communication
2311800	2312560	data
2312560	2313140	arbitrary
2313140	2313620	size
2313620	2314160	into
2314160	2314800	small
2314800	2315240	uniform
2315240	2315680	size
2315680	2316100	chunks
2316100	2316880	and
2316880	2317260	transmit
2317260	2317480	them
2317480	2317720	hop
2317720	2318100	by hop
2318100	2318520	by hop
2318520	2319020	by hop
2319020	2319660	to their
2319660	2320260	destination
2320260	2321080	why
2321440	2321680	hop
2321680	2321940	because
2321940	2322120	you
2322120	2322380	couldn't
2322380	2322840	have
2322840	2323620	fully
2323620	2324060	connected
2324060	2324500	network
2324500	2324860	right
2324860	2326120	everybody
2326120	2326600	connected
2326600	2326780	to
2326780	2327200	everything
2327200	2328060	that would
2328060	2328600	be incredibly
2328600	2329120	expensive
2329120	2329800	logistically
2329800	2330400	nightmare
2330400	2331560	right
2331560	2331740	so
2331740	2331980	they
2331980	2332180	needed
2332180	2332320	to
2332320	2332600	connect
2332600	2332720	them
2332720	2332920	via
2332920	2333580	switches
2333580	2334240	routers
2334240	2335400	right
2335400	2337500	that scales
2337500	2339520	so
2339520	2340040	the internet
2340040	2340740	protocol
2340740	2341260	was designed
2341260	2341580	for that
2341580	2342040	to hop
2342040	2342440	along
2342440	2342820	these
2342820	2343340	routers
2343340	2343740	and switches
2343740	2344140	until
2344140	2344420	these
2344420	2344760	get to
2344760	2344900	the
2344900	2345440	destination
2345440	2346000	IP
2346000	2346340	protocol
2346340	2346620	does
2346620	2346980	not
2346980	2347820	actually
2347820	2348320	perform
2348320	2348820	the routing
2348820	2349240	function
2349240	2349820	it doesn't
2349820	2350200	distribute
2350200	2350680	routes
2350680	2351800	okay
2351800	2352400	that's done
2352400	2352700	by what's
2352700	2352840	called
2352840	2353220	routing
2353220	2353680	protocols
2353680	2354260	which you
2354260	2354500	should have
2354500	2354860	learned in
2354860	2355240	your networking
2355240	2355620	course
2355620	2357040	IP just
2357040	2357640	forwards
2357640	2358020	things
2358020	2360100	all it
2360100	2360440	knows
2360440	2361020	is how
2361020	2361220	to
2361220	2361860	let the
2361860	2362160	source
2362160	2362820	generate
2362820	2363240	the packet
2363240	2364400	stick it
2364400	2364600	on the
2364600	2364880	wire
2364880	2365540	give it
2365540	2365780	to the
2365780	2366200	data link
2366200	2366380	layer
2366380	2366760	below
2366760	2368280	and then
2368280	2369220	at the
2369220	2369820	next hop
2369820	2370720	whatever that
2370720	2371340	hop might be
2371340	2371760	it might be
2371760	2372340	the destination
2372340	2373120	or it might
2373120	2373960	be a router
2373960	2375220	pick that packet
2375220	2375640	up saying
2375640	2376000	hmm
2376000	2377720	let's see
2377720	2379040	destination
2379040	2379480	I don't
2379480	2379780	know this
2379780	2380220	destination
2380220	2380940	I am not
2380940	2381580	that destination
2381580	2382480	but I think
2382480	2383160	somebody else
2383160	2383580	I know
2383580	2384280	knows where
2384280	2384780	the destination
2384780	2385020	is
2385020	2385840	so you forward
2385840	2386400	it to somebody
2386400	2386940	else who knows
2386940	2387280	better
2387280	2389320	according to
2389320	2389980	some routing
2389980	2390280	data
2390280	2393220	so back then
2393220	2393580	the internet
2393580	2394140	was small
2394140	2395360	and very friendly
2395360	2396660	it was populated
2396660	2398580	by idealistic
2398580	2399060	and naive
2399060	2399460	geeks
2399460	2401180	who just wanted
2401180	2401640	to compute
2401640	2402100	stuff
2402100	2403200	right
2403200	2403820	and they were
2403820	2404560	not you know
2404560	2405020	hostile
2405020	2405720	I mean they were
2405720	2406200	they could be
2406200	2406440	hostile
2406440	2406880	but they were
2406880	2407980	not about
2407980	2408460	to attack
2408460	2408920	the internet
2408920	2409880	the cow
2409880	2410300	that feeds
2410300	2410740	them all
2410740	2411400	right
2411400	2412640	it was all
2412640	2413140	essentially
2413140	2414100	research
2414100	2415240	and almost
2415240	2415800	no commercial
2415800	2416540	use was allowed
2416540	2417260	on the internet
2417260	2418380	until early 90s
2418380	2419760	so for good
2419760	2420300	like 12
2420300	2421120	14 years
2421120	2422660	there was no
2422660	2423080	such thing
2423080	2423520	as commerce
2423520	2424040	on the internet
2424040	2426720	and so
2426720	2427580	from that
2427580	2428420	small and
2428420	2429120	friendly world
2429120	2430720	we wound up
2430720	2431240	what we have
2431240	2431620	today
2431620	2432780	essentially
2432780	2433440	internet
2433440	2435540	in many ways
2435540	2436660	is a giant
2436660	2437320	global sewer
2437320	2439120	where everything
2439120	2439480	goes
2439480	2439940	and anything
2439940	2440400	flies
2440400	2442840	and back then
2442840	2443460	all the hosts
2443460	2444120	were known
2444120	2444580	in fact
2444580	2445100	if you were
2445100	2445460	running a
2445460	2446040	unix machine
2446040	2446580	back then
2446580	2447560	you didn't even
2447560	2448380	need domain name
2448380	2448700	service
2448700	2449380	you could have
2449380	2450060	what's a file
2450060	2450360	called
2450360	2451520	etc password
2451520	2452340	there was a file
2452340	2453200	called etc hosts
2453200	2454840	and it actually
2454840	2456200	listed one per line
2456200	2457220	names
2457220	2458620	and IP addresses
2458620	2459620	of every host
2459620	2460080	on the internet
2460080	2462800	yeah
2462800	2464200	I remember
2464200	2464840	when I inherited
2464840	2465300	my first
2465300	2465520	machine
2465520	2467420	in grad school
2467420	2468440	it was like
2468440	2468700	from
2468700	2469320	the machine
2469320	2470500	was older
2470500	2471440	but it had
2471440	2471980	this file
2471980	2473200	and it had
2473200	2473840	like I don't know
2473840	2475340	5,000 entries
2475340	2476260	and there were
2476260	2476740	all the hosts
2476740	2477220	on the internet
2477220	2478880	that's it
2478880	2480100	everywhere in the world
2480100	2482160	the users
2482160	2483260	were limited too
2483260	2483680	right
2483680	2484640	security was
2484640	2485140	essentially
2485140	2485860	not an issue
2485860	2486360	back then
2486360	2488260	in that world
2488260	2488980	it was not an issue
2488980	2490080	think of it
2490080	2490540	as the internet
2490540	2491560	was essentially
2491560	2492800	like a hippie
2492800	2494100	hippie-dippie
2494100	2495580	private network
2495580	2497160	you couldn't
2497160	2497720	just like
2497720	2498820	randomly hook up
2498820	2499420	to the internet
2499420	2500460	there was no
2500460	2500920	wireless
2500920	2501960	access
2501960	2502780	zero
2502780	2504080	okay
2504080	2505840	the easiest way
2505840	2506340	to work with
2506340	2506640	the internet
2506640	2507480	was to actually
2507480	2507860	like
2507860	2510340	use a
2510340	2510860	wired
2510860	2511480	ethernet
2511480	2511900	right
2511900	2513280	you have an
2513280	2513900	ethernet port
2513900	2514400	in the wall
2514400	2514740	you
2514740	2515600	start with
2515600	2515920	wire
2515920	2516240	and
2516240	2517020	if you have
2517020	2517700	internet access
2517700	2518280	you can start
2518280	2518480	doing
2518480	2521820	well
2521820	2522620	as you know
2522620	2523120	the world has
2523120	2523760	changed dramatically
2523760	2524480	since then
2524480	2525520	so
2525520	2526680	security has
2526680	2527360	become an issue
2527360	2527820	now
2527820	2528600	people were not
2528600	2529460	totally naive
2529460	2529800	already
2529800	2531780	in the late 80s
2531780	2532460	they started
2532460	2533000	thinking about
2533000	2533700	what will happen
2533700	2534200	when the internet
2534200	2535380	becomes available
2535380	2536060	to the masses
2536060	2537100	and becomes
2537100	2537800	commercialized
2537800	2538540	so
2538540	2539520	hostility
2539520	2539900	or
2539900	2540780	essentially
2540780	2541980	lack of security
2541980	2542860	in the original
2542860	2543180	internet
2543180	2543680	was already
2543680	2544580	a problem
2544580	2545620	so what can
2545620	2545980	you do with
2545980	2546260	IP
2546260	2546740	IP
2546740	2547740	even if you
2547740	2548000	don't know
2548000	2548220	anything
2548220	2548660	about it
2548660	2548860	just
2548860	2549900	trust me
2549900	2550440	you will
2550440	2550840	see the
2550840	2551120	format
2551120	2552300	in a minute
2552300	2554840	allows very
2554840	2555540	easy address
2555540	2556020	spoofing
2556020	2556820	so
2556820	2559220	IP packets
2559220	2560560	all have
2560560	2560880	a header
2560880	2561640	and a header
2561640	2562060	says
2562060	2563380	among other things
2563380	2564040	where is this
2564040	2564760	packet coming from
2564760	2565180	and where is it
2565180	2565600	going to
2565600	2566580	otherwise it would
2566580	2567240	make no sense
2567240	2569640	at least the
2569640	2570040	destination
2570040	2571280	but the source
2571280	2572580	is the spoofed
2572580	2573700	the source is just
2573700	2574440	an IP address
2574440	2575340	IP address
2575340	2575940	is not in the
2575940	2576620	form of authentication
2576620	2577600	it's just
2577600	2578380	there
2578380	2580100	right
2580100	2582000	you can just
2582000	2582340	like
2582340	2583720	substitute it
2583720	2584120	with some
2584120	2584860	other IP address
2584860	2586360	and so if you
2586360	2587060	do some kind
2587060	2587560	of filtering
2587560	2588260	based on
2588260	2589400	source IP
2589400	2589820	addresses
2589820	2591060	you're fooling
2591060	2591360	yourself
2591360	2591880	because it
2591880	2592260	doesn't mean
2592260	2592600	anything
2592600	2595980	the source address
2595980	2596700	why do we
2596700	2597220	use the source
2597220	2597400	address
2597400	2597900	well because
2597900	2598580	the destination
2598580	2599080	when it wants
2599080	2599520	to reply
2599520	2599920	it needs to
2599920	2600340	know where to
2600340	2600620	reply
2600620	2601200	so we still
2601200	2601580	need the
2601580	2601740	source
2601740	2602060	in the
2602060	2602240	kitchen
2602240	2605960	most packets
2605960	2607940	anybody can
2607940	2608540	take a packet
2608540	2609660	not touch
2609660	2610780	the source
2610780	2611120	address
2611120	2611700	but modify
2611700	2612360	the destination
2612360	2612760	address
2612760	2613620	or modify
2613620	2615080	the payload
2615080	2615480	right
2615480	2615900	the data
2615900	2617140	just pick
2617140	2617740	something up
2617740	2619740	yeah
2619740	2621140	sure
2621140	2623220	packets can
2623220	2624020	be reordered
2624020	2626240	right
2626240	2627580	so if a
2627580	2628680	malicious router
2628680	2629700	receives packets
2629700	2631460	and you can
2631460	2631900	say oh I
2631900	2632440	received packet
2632440	2633680	one before
2633680	2634300	I received packet
2634300	2636100	two but I'm
2636100	2636520	going to send
2636520	2636880	out packet
2636880	2639380	two first and
2639380	2639780	then packet
2639780	2640500	one just to
2640500	2641140	confuse and
2641140	2641700	annoy people
2641700	2644160	but maybe
2644160	2644820	actually there's
2644820	2645260	a security
2645260	2645760	application
2645760	2646920	if you send
2646920	2648040	them the good
2648040	2648780	example I tell
2648780	2650340	kids in the
2650340	2651160	undergrad class
2651160	2652800	why reordering is
2652800	2653620	important is think
2653620	2654100	about this
2654100	2654860	this is actually
2654860	2655360	used to be the
2655360	2655960	case back in
2655960	2657040	the early 80s
2657040	2658000	the ATM machines
2658000	2658820	which used to
2658820	2659720	have bank
2659720	2660340	ATM machines
2660340	2660880	used to have
2660880	2661360	their own
2661360	2662340	private network
2662340	2664920	and if you
2664920	2666240	and all these
2666240	2667040	transactions that
2667040	2667480	you do at the
2667480	2668040	ATM like
2668040	2669120	withdraw $100
2669120	2670360	deposit $500
2670360	2672480	check my balance
2672480	2673280	they were like
2673280	2673900	messages
2673900	2674400	okay
2674400	2676400	and so
2676400	2677840	if you were at
2677840	2678560	ATM and you
2678560	2679300	said okay well
2679300	2680320	here's a $500
2680320	2680980	deposit
2680980	2683400	and transaction
2683400	2684560	click return
2684560	2686440	and here's a $200
2686440	2687400	withdrawal
2687400	2688620	on cash
2688620	2690700	well that's fine
2690700	2692320	but what if you
2692320	2693140	reverse the two
2693140	2694700	if you reverse the
2694700	2694920	two
2694920	2696040	you're going to
2696040	2696900	get hit with
2696900	2697740	overdraft charges
2697740	2699960	right
2699960	2701220	if you reorder
2701220	2701660	these two
2701660	2703460	so that's why
2703460	2704240	ordering actually
2704240	2705020	matters a lot
2705020	2706180	I mean not just
2706180	2706740	that's a silly
2706740	2707200	example
2707200	2707860	of course it
2707860	2708200	doesn't work
2708200	2708720	today but
2708720	2711140	it's an issue
2711140	2712380	and it actually
2712380	2713020	happens even
2713020	2714140	today if you
2714140	2715360	use ATM for
2715360	2716560	example in a
2716560	2717140	foreign country
2717140	2718700	sometimes they're
2718700	2719860	poorly connected
2719860	2721040	and you may
2721040	2721720	still like for
2721720	2722120	example you
2722120	2722540	deposit
2722540	2726060	something in
2726060	2726660	one ATM
2726660	2728760	and the
2728760	2729760	deposit takes
2729760	2730960	a day but
2730960	2731520	in the meantime
2731520	2732360	you withdrew
2732360	2733020	something in a
2733020	2733600	different ATM
2733600	2734440	that is well
2734440	2735780	connected and
2735780	2736120	it happens
2736120	2736500	immediately
2736500	2738420	you may have
2738420	2738760	a problem
2738760	2740140	anyway reordering
2740140	2740760	is an issue
2740760	2742580	deletion is an
2742580	2742960	issue but
2742960	2743300	there's nothing
2743300	2743620	we can do
2743620	2744140	about deletion
2744140	2744480	right so
2744480	2745200	we can delete
2745200	2745860	packets right
2745860	2747160	discard them
2747160	2747860	on the way
2747860	2751300	eavesdropping
2751300	2753060	replay
2753060	2754320	replaying
2754320	2754940	recording
2754940	2755700	all packets
2755700	2756700	or recording
2756700	2757160	packets
2757160	2758120	in real time
2758120	2758460	and then
2758460	2759260	replaying them
2759260	2760700	later
2760700	2764900	and eavesdropping
2764900	2765760	on not
2765760	2766520	just data
2766520	2767040	right
2767040	2767420	and I want
2767420	2768500	you to
2768500	2768840	understand
2768840	2769240	because it's
2769240	2769500	important
2769500	2770920	for IPsec
2770920	2772600	eavesdropping
2772600	2773120	on data
2773120	2773420	that is
2773420	2773880	carried in
2773880	2774200	the packet
2774200	2774640	is one
2774640	2774940	thing
2774940	2777380	you can
2777380	2777840	protect
2777840	2778120	that
2778120	2778840	with like
2778840	2780040	SSL
2780040	2780460	TLS
2780460	2781900	right
2781900	2783620	but
2783620	2784640	maybe
2784640	2785340	maybe not
2785340	2785600	right
2785600	2786100	depending on
2786100	2786320	what
2786320	2787300	you're doing
2787300	2787640	but
2787640	2788960	eavesdropping
2788960	2789740	on metadata
2789740	2790860	cannot be
2790860	2791240	protected
2791240	2792300	with SSL
2792300	2792680	TLS
2792680	2793040	or
2793040	2793640	transport
2793640	2793920	layer
2793920	2794400	security
2794400	2795640	now
2795640	2795900	what is
2795900	2796200	metadata
2796200	2797660	that's
2797660	2798120	the data
2798120	2798400	that's
2798400	2798640	carried
2798640	2798920	in the
2798920	2799160	packet
2799160	2799500	header
2799500	2800660	and that
2800660	2800840	be
2800840	2801060	packet
2801060	2801340	header
2801340	2802680	and it
2802680	2802920	leaks
2802920	2803540	information
2803540	2804860	right
2804860	2805220	it leaks
2805220	2805740	information
2805740	2806300	among others
2806300	2806740	where is
2806740	2807100	this packet
2807100	2807700	coming from
2807700	2808620	and where
2808620	2809000	is it going
2809000	2809280	to
2809280	2810560	that itself
2810560	2811380	is sensitive
2811380	2811900	information
2811900	2812620	in many cases
2812620	2814840	think about
2814840	2815380	censorship
2815380	2817180	now you ever
2817180	2817820	heard of countries
2817820	2818140	that do
2818140	2818540	censorship
2818540	2819860	right
2819860	2820660	based on
2820660	2821200	where packets
2821200	2821680	come from
2821680	2822200	going to
2822200	2823620	a number
2823620	2824020	of countries
2824020	2824460	do that
2824460	2825900	that comes
2825900	2826420	from metadata
2826420	2830260	so
2830260	2831620	IPsec
2831620	2833240	is a
2833240	2834120	very very
2834120	2834720	thin layer
2834720	2835140	on top
2835140	2835680	of IP
2835680	2836840	right
2836840	2837140	so it
2837140	2837480	doesn't
2837480	2837960	interfere
2837960	2838340	of course
2838340	2838600	with
2838600	2839360	physical
2839360	2839780	and data
2839780	2840040	link
2840040	2840420	layers
2840420	2840820	which
2840820	2841540	can use
2841540	2841940	their own
2841940	2842380	encryption
2842380	2843180	and their
2843180	2843360	own
2843360	2843800	security
2843800	2844460	and Wi-Fi
2844460	2845080	for example
2845080	2846380	uses
2846380	2846940	there's a number
2846940	2847420	of standards
2847420	2847740	right
2847740	2849020	for Wi-Fi
2849020	2849500	if you dig
2849500	2850280	into your
2850280	2851300	laptop's Wi-Fi
2851300	2851740	settings
2851740	2852200	you'll see
2852200	2852480	there's
2852480	2852960	all kinds
2852960	2853400	of options
2853400	2854020	for Wi-Fi
2854020	2854560	security
2854560	2855900	and probably
2855900	2857160	most of you
2857160	2857440	have
2857440	2858500	whole routers
2858500	2858800	right
2858800	2859420	or wireless
2859420	2859800	routers
2859800	2860120	that you've
2860120	2860480	set up
2860480	2860820	and maybe
2860820	2861340	you've seen
2861340	2862260	the choices
2862260	2863360	different choices
2863360	2864160	for Wi-Fi
2864160	2864640	security
2864640	2864960	right
2864960	2867020	so that just
2867020	2867460	protects
2867460	2868880	this first
2868880	2869800	last hop
2869800	2870060	right
2870060	2870280	this
2870280	2871380	something
2871380	2871860	immediate
2871860	2872200	right
2872200	2872900	from
2872900	2874000	your device
2874000	2874620	devices
2874620	2875220	to the
2875220	2875880	access point
2875880	2877660	so that's
2877660	2878040	not going
2878040	2878360	to help
2878360	2878700	you in the
2878700	2878960	long
2878960	2879280	run
2879280	2879740	over
2879740	2880100	the
2880100	2880580	long run
2880580	2882240	and so
2882240	2882460	you can
2882460	2882840	do this
2882840	2883160	hop
2883160	2883520	by hop
2883520	2884060	every link
2884060	2884380	can do
2884380	2884720	its own
2884720	2885140	encryption
2885140	2886280	but it's
2886280	2886540	not going
2886540	2886820	to help
2886820	2887360	n-to-n
2887360	2888280	and so
2888280	2888560	IP
2888560	2889860	is the
2889860	2890220	first
2890220	2890660	layer
2890660	2891240	in the
2891240	2891640	hierarchy
2891640	2892040	that is
2892040	2892760	n-to-n
2892760	2894620	source
2894620	2895220	destination
2895220	2897000	so we
2897000	2897400	built
2897400	2898180	here
2898180	2898880	on top
2898880	2899380	of network
2899380	2899660	layer
2899660	2900940	but it's
2900940	2901340	not a
2901340	2901940	transport layer
2901940	2902240	it's just
2902240	2902540	like a
2902540	2902980	sublayer
2902980	2903280	on top
2903280	2903680	of network
2903680	2903920	layer
2903920	2905580	and its
2905580	2906000	presence
2906000	2906300	is
2906300	2906940	transparent
2906940	2908220	okay
2908220	2908740	TCP
2908740	2909660	UDP
2909660	2910860	they don't
2910860	2911100	know
2911100	2911420	that it
2911420	2911940	exists
2911940	2916520	just a
2916520	2917060	quick recap
2917060	2917680	of how
2917680	2917940	IP
2917940	2918360	works
2918360	2921020	anybody
2921020	2921440	seen this
2921440	2921760	before
2921760	2923000	if you've
2923000	2923380	taken a
2923380	2923640	network
2923640	2923920	course
2923920	2924280	you should
2924280	2924400	have
2924400	2924600	seen
2924600	2924920	this
2924920	2928100	allowing
2928100	2928500	a few
2928500	2928800	of you
2928800	2929100	look
2929100	2930260	familiar
2930260	2930580	with
2930580	2930800	this
2930800	2932440	okay
2932440	2932720	this
2932720	2932920	is
2932920	2933460	the
2933460	2936340	IP
2936340	2936680	before
2936680	2936980	heaven
2936980	2938880	this
2938880	2939120	is
2939120	2941580	this
2941580	2944780	first
2944780	2945240	one
2945240	2945720	two
2945720	2946180	three
2946180	2946580	four
2946580	2947060	five
2947060	2947300	the
2947300	2947760	five
2947760	2949040	lines
2949040	2949740	are
2949740	2950320	the
2950320	2950520	head
2950520	2951040	this
2951040	2951200	is
2951200	2951640	options
2951640	2952380	they may
2952380	2952600	or may
2952600	2952880	not be
2952880	2953300	present
2953300	2954360	okay
2954360	2955020	but the
2955020	2955280	first
2955280	2955660	five
2955660	2956140	are always
2956140	2956440	there
2956440	2958720	okay
2958720	2959240	and
2959240	2960120	it's
2960120	2960280	like
2960280	2960500	this
2960500	2960700	it's
2960700	2961020	32
2961020	2961300	bits
2961300	2961480	per
2961480	2961780	line
2961780	2965320	so
2965320	2965880	the
2965880	2966080	very
2966080	2966440	first
2966440	2966720	thing
2966720	2966880	you
2966880	2967100	see
2967100	2967240	in
2967240	2967320	the
2967320	2967540	header
2967540	2968160	is
2968160	2968300	a
2968300	2968520	version
2968520	2968880	number
2968880	2971820	now
2971820	2973160	do you
2973160	2973340	know
2973340	2974220	how many
2974220	2974460	versions
2974460	2974820	of IP
2974820	2975160	are there
2975160	2983380	that's
2983380	2983540	a
2983540	2984380	for one
2984380	2984620	word
2984620	2984920	answer
2984920	2985200	you're
2985200	2985420	both
2985420	2985700	right
2985700	2985840	and
2985840	2986140	wrong
2986140	2988200	which
2988200	2989000	rarely
2989000	2989600	happens
2989600	2991480	so
2991480	2991680	the
2991680	2991900	six
2991900	2992040	is
2992040	2992160	the
2992160	2992320	right
2992320	2992780	answer
2992780	2994300	because
2994300	2994440	there
2994440	2994940	exists
2994940	2995280	in
2995280	2996000	IPv6
2996000	2997220	but
2997220	2997480	there's
2997480	2997760	not a
2997760	2998120	conclusion
2998120	2998580	there's
2998580	2998760	ever
2998760	2998980	been
2998980	2999240	six
2999240	2999500	version
2999500	3000620	nobody's
3000620	3000980	ever heard
3000980	3001320	of one
3001320	3001700	and two
3001700	3003180	and I
3003180	3004180	don't think
3004180	3004780	even three
3004780	3007300	there's
3007300	3008020	IPv4
3008020	3009400	and there's
3009400	3010200	IPv6
3010200	3010600	and
3010600	3012160	IPv5
3012160	3012540	is like
3012540	3012840	some
3012840	3014020	lost
3014020	3014580	you
3014580	3014600	you
3014600	3014800	know
3014800	3015140	I
3015140	3015220	don't
3015220	3015720	upward
3015720	3017480	effort
3017480	3017780	that
3017780	3017980	never
3017980	3018280	saw
3018280	3018420	the
3018420	3018600	light
3018600	3018840	of it
3018840	3018980	so
3018980	3019080	I
3019080	3019180	don't
3019180	3019300	know
3019300	3019420	what
3019420	3019660	happened
3019660	3019920	to
3019920	3020060	the
3020060	3020680	IPv5
3020680	3021200	I
3021200	3021400	never
3021400	3021580	heard
3021580	3021860	of it
3021860	3022260	there
3022260	3022400	is
3022400	3022800	before
3022800	3022960	and
3022960	3024840	both
3024840	3025020	of
3025020	3025220	them
3025220	3025980	believe it or not
3025980	3026240	like
3026240	3027420	TLS 1.2
3027420	3028540	and TLS 1.3
3028540	3029780	exist on the internet
3029780	3030200	today
3030200	3032240	and if
3032240	3032860	you open
3032860	3033600	your Mac
3033600	3034120	or your
3034120	3034600	Windows
3034600	3034980	machine
